sequence,complexity,length_type,language,q_length,answer,a_length,temperature,real_code,print_code,no_code,explanation,no_sense
"Complexity: 2[ 4, 6, 9, 10, 14, 15, 21, 22, 25, 2]",2,0,Velato,168,"```velato
MFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFM",1211,0.001,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,Velato,159,"```velato
M     F#                F                A           G
     D                                 C                 A    G#   G
```",137,1,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,Velato,165,"```Velato
C C C E E E E E D F F F F# G G# G# G# B C C D# F# G G G# A# C C E E E F F# G# A# A# C# D# F F F# G# A# D D F F F# G# A# C C D D# E F F F# G# A# A# C# D D# E F F F# G# A# B C C D# F F# G# A# D D F F F# G# A# C C C# D# E F F F# G# A# A# C# D# E F F F# G# A# B C C D# F F# G G# A# D D F F F# G G# A# C C C# D# E F F F# G G# A# A# C# D D# E F F F# G G# A# B C C D# F F# G G# B
```",386,1,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,Velato,164,"```velato
E! F# D !F# C !A F A D E C !G F !D !A G F !D C A !F# !C
```
",70,1,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,Velato,164,"```velato
B A G F E D C B B B A G F E D C A G E D C B A A G F E D C B B B B A G F E D C A G E D C B A A G F E D C B B B B B A G F E D C A G E D C B A A G F E D C B B B B B B A G F E D C A G E D C B A A G
```",207,1,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,Velato,164,"```velato
B A A G# A F# G# F# E F# E D D E D C# D B E D C#
```",62,1,0,0,0,0,0
"Complexity: 3[ 1, 11, 21, 1211, 111221, 312211, 13112221, 111321321]",3,0,Velato,186,"```


```",9,1,0,0,0,0,0
"Complexity: 3[ 2, 3, 5, 11, 23, 29, 41, 53, 83, 89, 113, 13]",3,0,Velato,178,"```velato
Am C Dm C Gm Gm F Dm Am E F G C C F Am E F C Gm C C
```",65,1,0,0,0,0,0
"Complexity: 3[ 1, 7, 10, 13, 19, 23, 28, 31, 32, 4]",3,0,Velato,169,"```



```",10,1,0,0,0,0,0
"Complexity: 3[ 0, 1, 4, 10, 20, 35, 56, 84, 120, 16]",3,0,Velato,170,"```Velato
C#BBAAE#ABBBDC#BD#AC#E#A#CAE#BAC#DBC#EDC#BD#AC#E#C#DC#BD#AC#E#D#EC#BD#AC#E#E#FC#BD#AC#E#F#GC#BD#AC#E#G#HC#BD#AC#E#H#IC#BD#AC#E#I#JC#BD#AC#E#J#KC#BD#AC#E#K#LC#BD#AC#E#L#MC#BD#AC#E#M#NC#BD#AC#E#N#OC#BD#AC#E#O#
```",221,1,0,0,0,0,0
"Complexity: 3[ 1, 2, 5, 13, 29, 34, 89, 169, 19]",3,0,Velato,166,"```Velato
M1JOJO MA1JO  M1OJO  MA1JOJO MA1 JOJO  M1OJ MA1OJ M1JOJ MAR1OJ MAR1JO M1JO 
MAR1OJOJO MAR1OJOJO MAR1OJ MA1JO M1OJ MAR1JO R1OJ MA1JOJO M1JOJO MAR1OJ M1OJ
```",166,1,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,Velato,159,"```velato
M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M",1211,0.7,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,Velato,165,"```velato
M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M",1211,0.7,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,Velato,164,"```velato
A A A A C E G
A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A",1221,0.7,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,Velato,164,"```velato
M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M A M M M M M M M M M M M M",1215,0.7,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,Velato,164,"```velato
D F# F F# F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B C C# D D# E F F# G G# A A# B
```
",476,0.7,0,0,0,0,0
"Complexity: 3[ 1, 11, 21, 1211, 111221, 312211, 13112221, 111321321]",3,0,Velato,186,"```velato
M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M",1211,0.7,0,0,0,0,0
"Complexity: 3[ 2, 3, 5, 11, 23, 29, 41, 53, 83, 89, 113, 13]",3,0,Velato,178,"```velato
MFMDCGFGCDECDCbCEFGCbCACDCbCEFGCbCACDCbCDEFGCbCACDCbCDEFGCbCACDCbCDEFGCbCACDCbCDEFGCbCACDCbCDEFGCbCACDCbCDEFGCbCACDCbCDEFGCbCACDCbCDEFGCbCACDCbCDEFG
```",162,0.7,0,0,0,0,0
"Complexity: 3[ 1, 7, 10, 13, 19, 23, 28, 31, 32, 4]",3,0,Velato,169,"```velato
M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M",1211,0.7,0,0,0,0,0
"Complexity: 3[ 0, 1, 4, 10, 20, 35, 56, 84, 120, 16]",3,0,Velato,170,"```velato
""e"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A"" A ""A ""A"" A ""A"" A ""A"" A ""A"" A ""A, ""A"" A ""A"" A ""A"" A ""A"" A ""A ""A"" A ""A"" A ""A. A ""A"" A ""A"" A ""A, A.
```",2388,0.7,0,0,0,0,0
"Complexity: 3[ 1, 2, 5, 13, 29, 34, 89, 169, 19]",3,0,Velato,166,"```velato
C# D E F G A B C
B A G F E D C B
A G F E D C B A
G F E D C B A G
F E D C B A G F
E D C B A G F E
D C B A G F E D
C B A G F E D C
B A G F E D C B
```",158,0.7,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,Velato,159,"```velato
MFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFMFM",1211,0.5,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,Velato,165,"```midi
MFile 1 2 480
MTrk
0 PrCh ch=1 prog=0
480 On ch=1 note=60 vol=90
960 Off ch=1 note=60 vol=0
960 On ch=1 note=62 vol=90
1440 Off ch=1 note=62 vol=0
1440 On ch=1 note=64 vol=90
1920 Off ch=1 note=64 vol=0
1920 On ch=1 note=65 vol=90
2400 Off ch=1 note=65 vol=0
2400 On ch=1 note=67 vol=90
2880 Off ch=1 note=67 vol=0
2880 On ch=1 note=69 vol=90
3360 Off ch=1 note=69 vol=0
3360 On ch=1 note=71 vol=90
3840 Off ch=1 note=71 vol=0
3840 On ch=1 note=72 vol=90
4320 Off ch=1 note=72 vol=0
4320 Meta TrkEnd
TrkEnd
```
",519,0.5,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,Velato,164,"```velato
M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M",1211,0.5,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,Velato,164,"```velato
M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M",1211,0.5,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,Velato,164,"```velato
C# D E F G A B
C C# D E F G A B
C C# D E F G A B
C C# D E F G A B
C C# D E F G A B
C C# D E F G A B
C C# D E F G A B
C C# D E F G A B
C C# D E F G A B
C C# D E F G A B
C C# D E F G A B
```",198,0.5,0,0,0,0,0
